clean_message,label
hey babe hows it going did you ever figure out where your going for new years,0
so what u doing today,0
i could ask carlos if we could get more if anybody else can chip in,0
no ill meet you in the library,0
sure whenever you show the fuck up gt,0
good no swimsuit allowed,0
stupidits not possible,0
please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody,0
dear got bus directly to calicut,0
u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha islove got it dont mis me,0
they have a thread on the wishlist section of the forums where ppl post nitro requests start from the last page and collect from the bottom up,0
yeah thats what i thought lemme know if anythings goin on later,0
you bad girl i can still remember them,0
ya ok vikky vl c witin ltgt mins and il reply u,0
he will you guys close,0
what time should i tell my friend to be around,0
u calling me right call my hand phone,0
gud mrng dear have a nice day,0
u still painting ur wall,0
come round its,0
now only i reached home i am very tired now i will come tomorro,0
free camera phones with linerental from month with cross ntwk mins price txt bundle deals also avble call or calloptoutj mf,1
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim j po boxcpm,1
nicenicehow is it working,0
ok c then,0
wait thats still not all that clear were you not sure about me being sarcastic or that thats why x doesnt want to live with us,0
ryder unsoldnow gibbs,0
hi mate its rv did u hav a nice hol just a message say hello coz havent sent u in ages started driving so stay off roadsrvx,0
my mobile numberpls sms ur mail idconvey regards to achanammarakheshqatar,0
ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt,0
future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,0
do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,1
ok but knackered just came home and went to sleep not good at this full time work lark,0
cos i was out shopping wif darren jus now n i called him ask wat present he wan lor then he started guessing who i was wif n he finally guessed darren lor,0
message from i am at truro hospital on ext you can phone me here as i have a phone by my side,0
you have been specially selected to receive a award call before the lines close cost ppm tcs apply ag promo,1
in fact when do you leave i think addie goes back to school tues or wed,0
thanks for your subscription to ringtone uk your mobile will be charged month please confirm by replying yes or no if you reply no you will not be charged,1
den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat,0
free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates pobox wwq normptone,1
gr poly tones all mobs direct u rply with poly title to eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq p,1
ive sent my wife your text after we buy them shell tell you what to do so just relax we should go get them this wkend,0
hi mobile no ltgt has added you in their contact list on it s a great place to send free sms to people for more visit fullonsmscom,0
finally the match heading towards draw as your prediction,0
mum not going robinson already,0
the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugos numbers ill appreciate safe,0
yup i thk so until e shop closes lor,0
oops my phone died and i didnt even know yeah i like it better,0
cos i want it to be your thing,0
boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl i love u kano,0
are you ok what happen to behave like this,0
its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose me one,0
someone u know has asked our dating service contact you cant guess who call now all will be revealed pobox sxy p,1
when you guys planning on coming over,0
gettin rdy to ship comp,0
u still havent got urself a jacket ah,0
shall i send that exe to your mail id,0
nah wednesday when should i bring the mini cheetos bag over,0
thanks da thangam i feel very very happy dear i also miss you da,0
i borrow ur bag ok,0
oh my god ive found your number again im so glad text me back xafter this msgs cst std ntwk chg,1
and how you will do that princess,0
welcome please reply with your age and gender to begin eg m,1
both i shoot big loads so get ready,0
aight ill grab something to eat too text me when youre back at mu,0
well im computerless time to make some oreo truffles,0
actually nvm got hella cash we still on for ltgt ish,0
dont pack what you can buy at any storelike cereals if you must pack food pack gari or something ja that you will miss,0
when should i come over,0
lol i really need to remember to eat when im drinking but i do appreciate you keeping me company that night babe smiles,0
yes princess i want to make you happy,0
go until jurong point crazy available only in bugis n great world la e buffet cine there got amore wat,0
wait minstand at bus stop,0
from monthlysubscriptionpmsg maxmonth tcsc web age stop txt stop,1
urgent you have won a week free membership in our prize jackpot txt the word claim to no tc lccltd pobox ldnwarw,1
its ok i wun b angry msg u aft i come home tonight,0
allo we have braved the buses and taken on the trains and triumphed i mean were in bham have a jolly good rest of week,0
ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,0
im at home n ready,0
ok cool see ya then,0
sorry i guess whenever i can get a hold of my connections maybe an hour or two ill text you,0
is there a reason weve not spoken this year anyways have a great week and all the best in your exam,0
really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf study,0
important information orange user today is your lucky dayfind out why log onto theres a fantastic surprise awaiting you,1
kthen any other special,0
dhoni have luck to win some big titleso we will win,0
yep i do like the pink furniture tho,0
am slow in using biolas fne,0
excellent wish we were together right now,0
how was txting and driving,0
c movie is juz last minute decision mah juz watch lar but i tot not interested,0
hey are we going for the lo lesson or gym,0
do you like italian food,0
pass dis to all ur contacts n see wat u get redim in luv wid u blueu put a smile on my face purpleu r realy hot pinku r so swt orangei thnk i lyk u greeni realy wana go out wid u yelowi wnt u bck blackim jealous of u browni miss you nw plz giv me one color,0
haha that was the first person i was gonna ask,0
hows my favourite person today r u workin hard couldnt sleep again last nite nearly rang u at,0
have you bookedthe hut and also your time off how are you by the way,0
urgent we are trying to contact you last weekends draw shows u have won a prize guaranteed call claim code k valid hrs p pm,1
depends on quality if you want the type i sent boye faded glory then about if you want ralphs maybe,0
sorry ill call later,0
upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends th july tcs apply optout available,1
wifehow she knew the time of murder exactly,0
nothing will ever be easy but dont be looking for a reason not to take a risk on life and love,0
gimme a few was ltgt minutes ago,0
ok so april cant wait,0
ball is moving a lotwill spin in last so very difficult to bat,0
okie,0
youve won tkts to the euro cup final or cash to collect call b pobox ppm,1
and by when youre done i mean now,0
sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy,0
win the newest harry potter and the order of the phoenix book reply harry answer questions chance to be the first among readers,1
dunno lei i might b eatin wif my frens if wan to eat then i wait lar,0
i think just yourself thanks and see you tomo,0
are you free nowcan i call now,0
dear friends sorry for the late information today is the birthday of our loving arpraveesh for more details log on to face book and see its his number ltgt dont miss a delicious treat,0
how are you holding up,0
i cant pick the phone right now pls send a message,0
bring tat cd don forget,0
send this to ur friends and receive something about ur voice how is my speaking expression childish naughty sentiment rowdy ful of attitude romantic shy attractive funny ltgt irritating ltgt lovable reply me,0
k do i need a login or anything,0
i hope your pee burns tonite,0
keng rocking in ashes,0
text banneduk to to see cost p textoperator gga xxx,1
lets use it next week princess,0
o was not into fps then,0
this is all just creepy and crazy to me,0
free message activate your free text messages by replying to this message with the word free for terms conditions visit,1
you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,1
we have sent jd for customer service cum accounts executive to ur mail id for details contact us,0
no its waiting in e car dats bored wat cos wait outside got nothing do at home can do my stuff or watch tv wat,0
what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,0
was a nice day and impressively i was sensible went home early and now feel fine or am i just boring whens yours i cant remember,0
v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night,0
shall i bring us a bottle of wine to keep us amused only joking ill bring one anyway,0
dont gimme that lip caveboy,0
why are u up so early,0
x ltgt are you going to get that,0
im gonna be home soon and i dont want to talk about this stuff anymore tonight k ive cried enough today,0
dear we got ltgt dollars hi hi,0
hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea,0
k will do addie amp i are doing some art so ill be here when you get home,0
you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs,0
did you get any gift this year i didnt get anything so bad,0
this is one of the days you have a billion classes right,0
long beach lor expected u having dinner now,0
its not that time of the month nor mid of the time,0
ive got ten bucks jay is being noncomittal,0
ok im waliking ard now do u wan me buy anything go ur house,0
goodmorning today i am late for ltdecimalgt min,0
i want to go to perumbavoor,0
play w computer aiyah i tok u lor,0
so what did the bank say about the money,0
free for st week no nokia tone ur mobile every week just txt nokia to get txting and tell ur mates pobox wwq normptone,1
life style garments account no please,0
merry christmas to u too annie,0
im fine babes aint been up much tho saw scary movie yest its quite funny want mrw afternoon at town or mall or sumthinxx,0
then you are eldest know,0
in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj,0
i miss you so much im so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you,0
faith makes things possiblehope makes things worklove makes things beautifulmay you have all three this christmasmerry christmas,0
storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello its d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moralone can get d name of a person,0
when are you guys leaving,0
are u coming to the funeral home,0
summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free join optout txt stop help,1
okey dokey swashbuckling stuff what oh,0
go to write msg put on dictionary mode cover the screen with hand press ltgt gently remove ur hand its interesting,0
sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to sptyrone,1
urgent call from your landline your complimentary ibiza holiday or cash await collection sae tcs po box sk wp ppm,1
u meet other fren dun wan meet me ah muz b a guy rite,0
lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,0
i am in tirupur da once you started from office call me,0
do u noe wat time e place dat sells d closes,0
well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to now optout txt eng stop box wwx,1
aiyah ok wat as long as got improve can already wat,0
you are chosen to receive a award pls call claim number to collect your award which you are selected to receive as a valued mobile customer,1
good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,0
dunno cos i was v late n when i reach they inside already but we ate spageddies lor its e gals who r laughing at me lor,0
fuck cedar key and fuck her come over anyway tho,0
how much are we getting,0
how to make a girl happy its not at all difficult to make girls happy u only need to be a friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt very clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,0
sorry ive not gone to that place ill do so tomorrow really sorry,0
want explicit sex in secs ring now costs pmin,1
lol they were mad at first but then they woke up and gave in,0
anything lor if they all go then i go lor,0
i thk gotta go home by urself cos ill b going out shopping my frens present,0
sir you will receive the account no another hr time sorry for the delay,0
so hows the weather over there,0
ok ive sent u da latest version of da project,0
miss ya need ya want ya love ya,0
yeshere tv is always available in work place,0
really i crashed out cuddled on my sofa,0
eek thats a lot of time especially since american pie is like minutes long i cant stop singing it,0
sorry ill call later,0
yeah probably earlier than that,0
private your account statement for,1
congrats nokia video camera phone is your call calls cost ppm ave call mins vary from mobiles close post bcm ldn wcnxx,1
i dont thnk its a wrong calling between us,0
ah well that confuses things doesnt it,0
yup ok,0
if india win or level series means this is record,0
you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,0
whos this am in class,0
great news call freefone to claim your guaranteed cash or gift speak to a live operator now,1
urgent your mobile no xxx won a bonus caller prize on this is the nd attempt to reach you call asap boxnqp ppm,1
sir i am waiting for your mail,0
from lost help,1
oh baby of the house how come you dont have any new pictures on facebook,0
went fast asleep deartake care,0
hi princess thank you for the pics you are very pretty how are you,0
love it i want to flood that pretty pussy with cum,0
you should get more chicken broth if you want ramen unless theres some i dont know about,0
hello my boytoy geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you,0
kkadvance happy pongal,0
how dare you change my ring,0
today iz yellow rose day if u love my frndship give me misscall amp send this to ur frndz amp see how many miss calls u get if u get missed u marry ur lover,0
you give us back my id proof and ltgt rs we wont allow you to work we will come to your home within days,0
brainless baby dolld vehicle sariyag drive madoke barolla,0
ltgt in mca but not conform,0
i was gonna ask you lol but i think its at,0
hope you are having a great new semester do wish you the very best you are made for greatness,0
ive reached already,0
a xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a reward just call,1
nope im not drivin i neva develop da photos lei,0
hi peteynoim ok just wanted chat coz avent spoken u a long timehope ur doin alritehave good nit at js love ya amx,0
haha sounds crazy dunno can tahan anot,0
ok take ur time n enjoy ur dinner,0
ok lor thanx in school,0
yeah if we do have to get a random dude we need to change our info sheets to party ltgt never study just to be safe,0
oh yes ive just been a little under the weather so ive kind of been coccooning at home,0
what time you think youll have it need to know when i should be near campus,0
huh means computational science y they like dat one push here n there,0
good evening how are you,0
btw regarding that we should really try to see if anyone else can be our th guy before we commit to a random dude,0
hard but true how much you show amp express your love to someonethat much it will hurt when they leave you or you get seperatedud evening,0
hey check it da i have listed da,0
wishing you and your family merry x mas and happy new year in advance,0
sms auction you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,1
u are subscribed to the best mobile content service in the uk for per ten days until you send stop to helpline,1
kay since we are out already,0
i have printed it oh so ltgt come upstairs,0
watching tv lor y she so funny we bluff her wat izzit because she thk its impossible between us,0
yeah no probs last night is obviously catching up with you speak soon,0
cool text me when you head out,0
see you there,0
boooo you always work just quit,0
oh sorry please its over,0
dont think you need yellow card for uk travel ask someone that has gone before if you do its just ltgt bucks,0
i will come with karnan car please wait till pm will directly goto doctor,0
apart from the one i told you about yesterday,0
ill be at yours in about mins but look out for me,0
just come home i dont want u to be miserable,0
yeah i got a list with only u and joanna if im feeling really anti social,0
erm i thought the contract ran out theth of october,0
den wat will e schedule b lk on sun,0
tell my bad character which u dnt lik in me ill try to change in ltgt i ll add tat my new year resolution waiting for ur replybe frankgood morning,0
aathiwhere are you dear,0
im already back home so no probably not,0
u call me alter at ok,0
he is a womdarfull actor,0
this girl does not stay in bed this girl doesnt need recovery time id rather pass out while having fun then be cooped up in bed,0
jos ask if u wana meet up,0
you still coming tonight,0
may b approve panalambut it should have more posts,0
good luck draw takes place th feb good luck for removal send stop to customer services,1
v ma fan,0
but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died,0
anything,0
i wonder how you got online my love had you gone to the net cafe did you get your phone recharged were you on a friends net i think of you boytoy,0
yeh i am def up something sat,0
sry dajst nw only i came to home,0
mm have some kanji dont eat anything heavy ok,0
no did you multimedia message them or email,0
wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear,0
yo you at jp and hungry like a mofo,0
hmm bits and pieces lol sighs,0
yo do you know anyone ltgt or otherwise able to buy liquor our guy flaked and right now if we dont get a hold of somebody its just loko all night,0
trust me even if isnt there its there,0
idea will soon get converted to live,0
yar i tot u knew dis would happen long ago already,0
at home watching tv lor,0
important message this is a final contact attempt you have important messages waiting out our customer claims dept expires call now,1
aiyah sorry lor i watch tv watch until i forgot check my phone,0
pls send me the correct name da,0
what are youdoing later sar xxx,0
i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,0
youll never believe this but i have actually got off at taunton wow,0
ok is any problem to u frm him wats matter,0
but really quite funny lor wat then u shd haf run shorter distance wat,0
looks like u wil b getting a headstart im leaving here bout ish but if u r desperate for my company i could head in earlierwe were goin to meet in rummer,0
that seems unnecessarily hostile,0
sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box bray wicklow eire quiz starts saturday unsub stop,1
i have docs appointments next week im tired of them shoving stuff up me ugh why couldnt i have had a normal body,0
and are premium phone services call,1
oh god im gonna google nearby cliffs now,0
wow v v impressed have funs shopping,0
yeah give me a call if youve got a minute,0
remember to ask alex about his pizza,0
sorry da thangam very very sorry i am held up with prasad,0
urgent please call from landline cash or a luxury canary islands holiday await collection tcs sae award maq ppm,1
shes borderline but yeah whatever,0
okay we wait ah,0
that said can you text him one more time,0
private your account statement for shows unredeemed sim points call identifier codexx expires,1
sos any amount i can get pls,0
ok,0
u sure u cant take any sick time,0
panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd on or call optout,1
hi dude hw r u da realy mising u today,0
have you always been saying welp,0
hey something came up last min think i wun be signing up tmr hee,0
i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon,0
do u knw dis no ltgt,0
shall i start from hear,0
free game get rayman golf free from the o games arcade st get ur games settings reply post then save activ press key for arcade termsapply,1
please ask mummy to call father,0
me not waking up until in the afternoon sup,0
sure thing big man i have hockey elections at shouldnt go on longer than an hour though,0
i cant pick the phone right now pls send a message,0
hope ur head doesnt hurt much am ploughing my way through a pile of ironing staying in with a chinky tonight come round if you like,0
i anything lor,0
but you were together so you should be thinkin about him,0
there generally isnt one its an uncountable noun u in the dictionary pieces of research,0
ive reached home n i bathe liao u can call me now,0
what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already,0
want to finally have lunch today,0
interflora its not too late to order interflora flowers for christmas call to place your order before midnight tomorrow,1
double eviction this week spiral and michael and good riddance to them,0
then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,0
i gotta collect da car at lei,0
i pocked you up there before,0
i call you later dont have network if urgnt sms me,0
dunno y u ask me,0
response is one of d powerful weapon occupy a place in others heart so,0
hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked,0
a little meds say take once every hours its only been but pain is back so i took another hope i dont die,0
pls pls find out from aunt nike,0
wot student discount can u get on books,0
rose needs water season needs change poet needs imaginationmy phone needs ur sms and i need ur lovely frndship forever,0
wen u miss someone,0
whenwhere do i pick you up,0
good morning my boytoy hows those yummy lips wheres my sexy buns now what do you do do you think of me do you crave me do you need me,0
k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure,0
sorry you never hear unless you book it one was kinda a jokethet were really looking for skinny white girls the other was one lineyou can only do so much on camera with that something like that theyre casting on the look,0
probably not still going over some stuff here,0
no but the bluray player can,0
i agree so i can stop thinkin about ipad can you please ask macho the same question,0
hey darlin i can pick u up at college if u tell me wen where mt love pete xx,0
sez hows u de arab boy hope u r all good give my love evry love ya eshxxxxxxxxxxx,0
you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated,0
yeah work is fine started last week all the same stuff as before dull but easy and guys are fun,0
jay says that youre a doublefaggot,0
life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning,0
you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,1
hey you got any mail,0
im in a meeting call me later at,0
yeah lol luckily i didnt have a starring role like you,0
hii got the money da,0
gokila is talking with you aha,0
sounds like something that someone testing me would sayy,0
good morning my dear shijutta have a great amp successful day,0
okay but i thought you were the expert,0
you are gorgeous keep those pix cumming thank you,0
i dont knw pa i just drink milk,0
sorry ill call later in meeting,0
yeah i am so ill leave maybe ish,0
beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,0
tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february,0
the affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt am ill double check and text you again tomorrow,0
hows the street where the end of library walk is,0
hello as per request from ltgt rs has been transfered to you,0
feel like trying kadeem again v,0
you are being ripped off get your mobile content from call polytruepixringtonesgames six downloads for only,1
please give it or i will pick it up on tuesday evening about if that is ok,0
yes fine,0
indeed and by the way it was either or not both,0
,0
huh hyde park not in mel ah opps got confused anyway if tts e best choice den we juz have to take it,0
sorry ill call later,0
no da vijay going to talk in jaya tv,0
buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,0
since when which side any fever any vomitin,0
his bday real is in april,0
very hurting n meaningful lines ever i compromised everything for my love,0
natalie f is inviting you to be her friend reply yes or no see her stop send stop frnd to,1
its worse if if uses half way then stops its better for him to complete it,0
i don know account detailsi will ask my mom and send youmy mom is out of reach now,0
beautiful tomorrow never comes when it comes its already today in the hunt of beautiful tomorrow dont waste your wonderful today goodmorning,0
better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,0
gam gone after outstanding innings,0
im home,0
then any special there,0
so u wan come for our dinner tonight a not,0
yup song bro no creative neva test quality he said check review online,0
boo babe u enjoyin yourjob u seemed b gettin on well hunnyhope ure oktake care illspeak u soonlots of loveme xxxx,0
thinkin about someone is all good no drugs for that,0
i had askd u a question some hours before its answer,0
i dont understand your message,0
i know you mood off today,0
i not busy juz dun wan go so early hee,0
sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,0
maybe you should find something else to do instead,0
i dont know what to do to come out of this so only am ask questions like this dont mistake me,0
jokin only lar depends on which phone my father can get lor,0
ok,0
here is my new address applespairsall that malarky,0
noice text me when youre here,0
freemsg our records indicate you may be entitled to pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,1
hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,0
i have a rather prominent bite mark on my right cheek,0
hope you are feeling great pls fill me in abiola,0
arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me,0
bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day,0
k ill work something out,0
my birthday is on feb ltgt da,0
gd luck ur exams,0
wats my dear doing sleeping ah,0
ok i am a gentleman and will treat you with dignity and respect,0
no pic please resend,0
hello hows you and how did saturday go i was just texting to see if youd decided to do anything tomo not that im trying to invite myself or anything,0
i am seeking a lady in the street and a freak in the sheets is that you,0
lol no u can trust me,0
cuz ibored and don wanna study,0
no im in the same boat still here at my moms check me out on yo im half naked,0
you want to go,0
purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,0
meeting u is my work tel me when shall i do my work tomorrow,0
fancy a shag i dointerested sextextukcom txt xxuk suzy to txts cost per msg tncs on website x,1
you all ready for big day tomorrow,0
sorry ill call later,0
says the ltgt year old with a man and money im down to my last ltgt still waiting for that check,0
hey we can go jazz power yoga hip hop kb and yogasana,0
your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,0
if you can make it any time tonight or whenever you can its cool just text me whenever youre around,0
well welp is sort of a semiobscure internet thing,0
rtking pro video club need help inforingtonekingcouk or call you must be club credits redeemable at enjoy,1
please call amanda with regard to renewing or upgrading your current tmobile handset free of charge offer ends today tel subject to ts and cs,1
anything lor but toa payoh got place walk meh,0
unless its a situation where you go gurl would be more appropriate,0
aight you close by or still down around alexs place,0
my drive can only be read i need to write,0
have a good evening ttyl,0
ok thats great thanx a lot,0
spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to zed p per logopic,1
thats cool princess i will cover your face in hot sticky cum,0
i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop,0
have you started in skye,0
i am on the way to ur home,0
dear where you will be when i reach there,0
im not she lip synced with shangela,0
i am in a marriage function,0
like ltgt same question,0
are you still getting the goods,0
ela kanoil download come wen ur free,0
wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened,0
great so should i send you my account number,0
it means u could not keep ur words,0
bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m,0
im at work please call,0
wow so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later,0
hmm dunno leh mayb a bag goigng out dat is not too small or jus anything except perfume smth dat i can keep,0
i will reach ur home in ltgt minutes,0
where are you you said you would be here when i woke,0
at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,0
hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah,0
plz note if anyone calling from a mobile co amp asks u to type ltgt or ltgt do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,0
hows my loverboy doing what does he do that keeps him from coming to his queen hmmm doesnt he ache to speak to me miss me desparately,0
hi this is mandy sullivan calling from hotmix fmyou are chosen to receive in our easter prize drawplease telephone to claim before or your prize will be transferred to someone else,1
so can collect ur laptop,0
two fundamentals of cool life walk,0
hi do u want to join me with sts later meeting them at five call u after class,0
surly ill give it to you while coming to review,0
and popping ltgt ibuprofens was no help,0
easy ahsen got selected means its good,0
hey leave it not a big deal take care,0
perhaps is much easy give your account identification so i will tomorrow at uni,0
how long before you get reply just defer admission til next semester,0
how stupid to say that i challenge godyou dont think at all on what i write instead you respond immed,0
customer place i will call you,0
audrie lousy autocorrect,0
please tell me not all of my car keys are in your purse,0
hope youre not having too much fun without me see u tomorrow love jess x,0
no b thursday,0
so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas,0
thats cool i liked your photos you are very sexy,0
im reaching home in min,0
and miss vday the parachute and double coins u must not know me very well,0
ok be careful dont text and drive,0
huh so fast dat means u havent finished painting,0
dude how do you like the buff wind,0
it shall be fine i have avalarr now will hollalater,0
whats a feathery bowa is that something guys have that i dont know about,0
finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink but dont drive,0
she ran off with a younger man we will make pretty babies together,0
mode men or have you left,0
great i shoot big loads so get ready,0
have you heard from this week,0
i think u have the wrong number,0
i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr day,0
just got part nottingham hrs miles good thing i love my man so much but only doing mph hey ho,0
when can come out,0
i dnt wnt to tlk wid u,0
ok lor i ned go toa payoh a while return smth u wan send me there or wat,0
yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,0
i lost pounds since my doc visit last week woot woot now im gonna celebrate by stuffing my face,0
u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers,0
she just broke down a list of reasons why nobodys in town and i cant tell if shes being sarcastic or just faggy,0
no one interested may be some business plan,0
oh k why you got job then whats up,0
i am literally in bed and have been up for like ltgt hours,0
soon you will have the real thing princess do i make you wet,0
any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or i will report you to your supervisor,0
pandy joined w technologies todayhe got job,0
win a year supply of cds a store of ur choice worth enter our weekly draw txt music to tscs,1
sthis will increase the chance of winning,0
hi its kate can u give me a ring asap xxx,0
well done your costa del sol holiday or await collection call now toclaim sae tcs pobox stockport skxh costpm maxmins,1
you gonna ring this weekend or wot,0
mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea,0
we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight,0
then why no one talking to me,0
i have lost kilos as of today,0
i see the letter b on my car,0
y cant u try new invention to flyim not joking,0
ah poop looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0
aiyar hard type u later free then tell me then i call n scold n tell u,0
we are pleased to inform that your application for airtel broadband is processed successfully your installation will happen within days,0
aiya we discuss later lar pick up at is it,0
havent heard anything and hes not answering my texts so im guessing he flaked that said the jb is fantastic,0
sent me ur email id soon,0
im tired of arguing with you about this week after week do what you want and from now on ill do the same,0
are you the cutest girl in the world or what,0
sorry da thangamits my mistake,0
hiya stu wot u up im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan,0
finished class where are you,0
private your account statement for shows unredeemed s i m points call identifier code expires,1
claire here am havin borin time am now alone u wanna cum over nite chat now hope c u luv claire xx callsminmoremobsemspoboxpowa,1
please dont text me anymore i have nothing else to say,0
hi where are you were at and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you,0
did u got that persons story,0
yup n her fren lor im meeting my fren at,0
thank you baby i cant wait to taste the real thing,0
had the money issue weigh me down but thanks to you i can breathe easier now ill make sure you dont regret it thanks,0
